phlj-ls.png
F#3,0.00018573551263,0.0031078760121,0.0149959987474
G#3,0.0550705794948,0.0384395190971,0.0484325527991
A3,--,0.00130857937352,0.00438398107234
A#3,--,--,0.000695870011482
B3,0.119242199108,0.125051116382,0.139313176299
C#4,0.142366270431,0.157683814509,0.215742899226
C##4,--,--,0.000139174002296
D#4,0.0546062407132,0.0588042855974,0.0832028577062
E4,0.162394749876,0.216160955263,0.162346473679
F#4,0.204804358593,0.21002698945,0.186006054069
G#4,0.194186478455,0.147378751942,0.102988761699
A4,0.0130014858841,0.00449824159647,0.0135346717233
A#4,0.00074294205052,--,0.000139174002296
B4,0.0515416047548,0.0349227120308,0.0270693434466
C#5,0.0018573551263,0.00229001390366,0.000800250513204
E5,--,0.000327144843379,0.000208761003445
phlj-da.png
B3,--,8.33333333333e-05,3.3373381391e-05
C#4,--,0.00241666666667,0.00203577626485
D#4,0.000182498403139,0.0005,0.000600720865038
E4,0.000364996806278,0.00516666666667,0.0108630356428
F#4,0.00757368373027,0.0206666666667,0.0397143238553
G#4,0.0894242175381,0.177166666667,0.161721843991
A4,0.00474495848161,0.0115,0.0168368709118
A#4,--,0.00125,0.00393805900414
B4,0.229765489552,0.254625,0.256279757932
C#5,0.22269367643,0.213333333333,0.253570951809
D#5,0.111552148919,0.086875,0.102723267922
E5,0.216579979925,0.152791666667,0.0767587771993
F#5,0.0985947622958,0.0648333333333,0.062474969964
G#5,0.0185235879186,0.00770833333333,0.0116306234148
A5,--,0.000666666666667,--
A#5,--,--,3.3373381391e-05
B5,--,0.000416666666667,0.000650780937125
C#6,--,--,0.000133493525564
phlj-eh.png
F#3,--,0.000183460991607,0.0123670938935
G#3,0.0347401951025,0.0305462551025,0.0336641932479
A3,--,--,0.00311586521474
A#3,--,--,0.000642446436028
B3,0.075851085009,0.0891620419208,0.0935723234075
C#4,0.0772446744973,0.0933816447278,0.13390725215
C##4,--,--,0.000128489287206
D#4,0.0398168425244,0.0488006237674,0.0586981893718
E4,0.0734288937554,0.110993899922,0.0653368025441
F#4,0.144269692747,0.117690226116,0.0910185988243
G#4,0.111437388015,0.119020318305,0.0994935380596
A4,0.00617161059128,0.00357748933633,0.0107931001253
A#4,0.000796336850488,0.000642113470623,0.00163823841187
B4,0.147670714712,0.106590836123,0.122005931922
C#5,0.0993927931515,0.0996651836903,0.122755452764
D#5,0.0356858451125,0.074622758336,0.0641803989592
E5,0.0864523193311,0.0459569783975,0.0336641932479
F#5,0.0503185347402,0.0513690776499,0.0422890366516
G#5,0.0167230738602,0.00660459569784,0.00997398091934
A5,--,0.000733843966427,--
A#5,--,--,3.21223218014e-05
B5,--,0.000458652479017,0.000594262953326
C#6,--,--,0.000128489287206
phlj-xp-png
F#3,0.000171218217618,0.00270158718247,0.0016682381954
G#3,0.0208886225494,0.0102810401111,0.0124755204178
A3,--,0.00120070541443,0.00105171538406
